CODE;L_TYPE_TOKEN_RATIO_LEMMAS;L_PROPER_NAME;L_PERSONAL_NAME;L_PUNCT;L_PUNCT_COM;L_PUNCT_SEMC;L_PUNCT_COL;L_PUNCT_DASH;L_CONT_A;L_FUNC_A;L_CONT_T;L_FUNC_T;L_PLURAL_NOUNS;L_SINGULAR_NOUNS;L_NOM_CASE;L_GEN_CASE;L_DAT_CASE;L_ACC_CASE;L_INS_CASE;L_LOC_CASE;L_VOC_CASE;L_QULITATIVE_ADJ_P;L_RELATIVE_ADJ;L_QUALITATIVE_ADJ_CMP;L_QUALITATIVE_ADJ_SUP;L_DIRECT_ADJ;L_INDIRECT_ADJ;L_ANIM_NOUN;L_INANIM_NOUN;L_NOUN_NEUTRAL;L_NOUN_FAMININE;L_NOUN_MASCULINE;L_FEMININE_NAMES;L_MASCULINE_NAMES;L_GIVEN_NAMES;L_SURNAMES;L_FLAT_MULTIWORD;L_DIMINUTIVES;L_DIRECT_OBJ;L_INDIRECT_OBJ;L_NUM_CARD;L_NUM_ORD;L_PRON_DEM;L_PRON_PRS;L_PRON_TOT;L_PRON_REL;L_PRON_INT;L_PRON_RELATIVE;L_PRON_RFL;L_PRON_POS;L_PRON_NEG;L_ADV_POS;L_ADV_CMP;L_ADV_SUP;POS_VERB;POS_NOUN;POS_ADJ;POS_ADV;POS_DET;POS_INTJ;POS_CONJ;POS_PART;POS_NUM;POS_PREP;POS_PRO;POS_OTHER;VF_ROOT_VERB_IMPERFECT;VF_ALL_VERB_IMPERFECT;VF_ROOT_VERB_PERFECT;VF_ALL_VERB_PERFECT;VF_PRESENT_IND_IMPERFECT;VF_PAST_IND_PERFECT;VF_PAST_IND_IMPERFECT;VF_FUT_IND_PERFECT;VF_FUT_IND_IMPERFECT_SIMPLE;VF_FUT_IND_COMPLEX;VF_FIRST_CONJ;VF_SECOND_CONJ;VF_THIRD_CONJ;VF_FOURTH_CONJ;VF_INFINITIVE;VF_PASSIVE;VF_TRANSITIVE;VF_INTRANSITIVE;VF_IMPERSONAL_VERBS;VF_PARTICIPLE_PASSIVE;VF_PARTICIPLE_ACTIVE;VF_ADV_PRF_PART;VF_ADV_IMPRF_PART;SY_DIRECT_SPEECH;SY_NEGATIVE;SY_PARATAXIS;SY_NON_FINITE;SY_QUOTATIONS;SY_EXCLAMATION;SY_QUESTION;SY_ELLIPSES;SY_POSITIONING;SY_CONDITIONAL;SY_IMPERATIVE;SY_AMPLIFIED_SENT
DESCRIPTION;Type-token ratio for words lemmas;Incidence of proper names;Incidence of personal names;Incidence of punctuation;Incidence of comma;Incidence of semicolon;Incidence of colon;Incidence of dashes;Incidence of Content words;Incidence of Function words;Incidence of Content words types;Incidence of Function words types;Incidence of nouns in plural;Incidence of nouns in singular;Incidence of nouns in Nominative case;Incidence of nouns in Genitive case;Incidence of nouns in Dative case;Incidence of nouns in Accusative case;Incidence of nouns in Instrumental case;Incidence of nouns in Locative case;Incidence of nouns in Vocative case;Incidence of qualitative adj positive;Incidence of relative adj;Incidence of relative adj;Incidence of qualitative superlative adj;Incidence of direct adjective;Incidence of indirect adjective;Incidence of animate nouns;Incidence of inanimate nouns;Incidence of neutral nouns;Incidence of feminine nouns;Incidence of masculine nouns;Incidence of feminine proper nouns;Incidence of masculine proper nouns;Incidence of given names;Incidence of surnames;Incidence of flat multiwords expressions;Incidence of diminutives;Incidence of direct objects;Incidence of indirect objects;Incidence of numerals cardinals;Incidence of numerals ordinals;Incidence of demonstrative pronouns;Incidence of personal pronouns;Incidence of total pronouns;Incidence of relative pronouns;Incidence of indexical pronouns;Incidence of relative pronoun 'що';Incidence of reflexive pronoun;Incidence of posessive pronoun;Incidence of negative pronoun;Incidence of positive adverbs;Incidence of comparative adverbs;Incidence of superlative adverbs;Incidence of Verbs;Incidence of Nouns;Incidence of Adjectives;Incidence of Adverbs;Incidence of Determiners;Incidence of Interjections;Incidence of Conjunctions;Incidence of Particles;Incidence of Numerals;Incidence of Prepositions;Incidence of Pronouns;Incidence of Code-Switching;Incidence of root verbs in imperfect aspect;Incidence of all verbs in imperfect aspect;Incidence of root verbs in perfect form;Incidence of all verbs in perfect form;Incidence of verbs in the present tense, indicative mood, imperfect aspect;Incidence of verbs in the past tense, indicative mood, perfect aspect;Incidence of verbs in the past tense, indicative mood, imperfect aspect;Incidence of verbs in the future tense, indicative mood, perfect aspect;Incidence of verbs in the future tense, indicative mood, imperfect aspect, simple verb forms;Incidence of verbs in the future tense, indicative mood, complex verb forms;Incidence of verbs in the first conjugation;Incidence of verbs in the second conjugation;Incidence of verbs in the third conjugation;Incidence of verbs in the fourth conjugation;Incidence of verbs in infinitive;Incidence of verbs in the passive form;Incidence of transitive verbs;Incidence of intransitive verbs;Incidence of impersonal verbs;Incidence of passive participles;Incidence of active participles;Incidence of adverbial perfect participles;Incidence of adverbial imperfect participles;Number of words in direct speech;Number of words in negative sentences;Number of words in parataxis sentences;Number of words in sentences without any verbs;Number of words in sentences with quotation marks;Number of words in exclamatory sentences;Number of words in interrogative sentences;Number of words in elliptic sentences;Number of positionings (прикладка);Number of words in conditional sentences;Number of words in imperative sentences;Number of words in amplified sentences
MEDIAN;0,5407943492357573;0,030002315886984716;0,012285780453913849;0,1576771653543307;0,08201713756368689;0,0;0,0;0,0;0,6326308476146364;0,18317508105604446;0,5270379805465493;0,10165585919407133;0,10905511811023622;0,17627373784159334;0,06923344140805929;0,14145437702640112;0,001968503937007874;0,03830477072718851;0,0;0,02063455303381195;0,0;0,01079203334877258;0,11299212598425197;0,0014705882352941176;0,0034390921723019916;0,1080592867068087;0,022603056970819824;0,037308939323761;0,25145900880037053;0,046132468735525706;0,09529874942102826;0,1438976377952756;0,0;0,012285780453913849;0,005407596109309866;0,006878184344603983;0,028508568781843446;0,0;0,02801065308012969;0,07075034738304771;0,02212830013895322;0,0083487725798981;0,029458082445576655;0,01570171375636869;0,0034390921723019916;0,009321445113478462;0,0;0,01914080592867068;0,0014705882352941176;0,0029411764705882353;0,0;0,005905511811023622;0,001968503937007874;0,0;0,10262853172765168;0,31877026401111624;0,12869383974062065;0,04176702176933766;0,03337193144974525;0,0;0,04665354330708661;0,010317276516905975;0,014254284390921723;0,09283232978230663;0,02651690597498842;0,0;0,020113478462251044;0,05841824918943955;0,01475220009263548;0,03586150995831404;0,04319129226493747;0,021132468735525704;0,007352941176470588;0,0034390921723019916;0,0;0,007874015748031496;0,07364520611394164;0,18708893006021307;0,02459471977767485;0,0;0,02160722556739231;0,0014705882352941176;0,06726493747105142;0,012285780453913849;0,03289717461787865;0,01325845298749421;0,0014705882352941176;0,001968503937007874;0,0;0,20541917554423345;0,3170101899027328;0,5831056044465031;0,010317276516905975;0,01475220009263548;0,0;0,0;0,0;0,003937007874015748;0,0;0,0;0,0
MEAN;0,5407943492357573;0,030002315886984716;0,012285780453913849;0,1576771653543307;0,08201713756368689;0,0;0,0;0,0;0,6326308476146364;0,18317508105604446;0,5270379805465493;0,10165585919407133;0,10905511811023622;0,17627373784159334;0,06923344140805929;0,14145437702640112;0,001968503937007874;0,03830477072718851;0,0;0,02063455303381195;0,0;0,01079203334877258;0,11299212598425197;0,0014705882352941176;0,0034390921723019916;0,1080592867068087;0,022603056970819824;0,037308939323761;0,25145900880037053;0,046132468735525706;0,09529874942102826;0,1438976377952756;0,0;0,012285780453913849;0,005407596109309866;0,006878184344603983;0,028508568781843446;0,0;0,02801065308012969;0,07075034738304771;0,02212830013895322;0,0083487725798981;0,029458082445576655;0,01570171375636869;0,0034390921723019916;0,009321445113478462;0,0;0,01914080592867068;0,0014705882352941176;0,0029411764705882353;0,0;0,005905511811023622;0,001968503937007874;0,0;0,10262853172765168;0,31877026401111624;0,12869383974062065;0,04176702176933766;0,03337193144974525;0,0;0,04665354330708661;0,010317276516905975;0,014254284390921723;0,09283232978230663;0,02651690597498842;0,0;0,020113478462251044;0,05841824918943955;0,01475220009263548;0,03586150995831404;0,04319129226493747;0,021132468735525704;0,007352941176470588;0,0034390921723019916;0,0;0,007874015748031496;0,07364520611394164;0,18708893006021307;0,02459471977767485;0,0;0,02160722556739231;0,0014705882352941176;0,06726493747105142;0,012285780453913849;0,03289717461787865;0,01325845298749421;0,0014705882352941176;0,001968503937007874;0,0;0,20541917554423345;0,3170101899027328;0,5831056044465031;0,010317276516905975;0,01475220009263548;0,0;0,0;0,0;0,003937007874015748;0,0;0,0;0,0
SD;0,020256857071045836;0,029951327067860013;0,0048963623801477;0,010857151364675348;0,0046343496775311036;0,0;0,0;0,0;0,012871374016040419;0,01963457690233141;0,01744022051791746;0,01013661643247969;0,012805870840386289;0,037713453382876766;0,014394322849999424;0,00039301905392489904;0,002783884965301368;0,00406119689055729;0,0;0,004224954829692665;0,0;0,009694469996814177;0,018373640770989026;0,0020797258270192575;0,0007041591382821108;0,0030786492557450425;0,007008839794994033;0,01378841847519854;0,010415004929009835;0,02626677343731409;0,009989234287257846;0,008630043392434235;0,0;0,0048963623801477;0,003488044103583479;0,0014083182765642216;0,015360494690898136;0,0;0,010496883898577511;0,01686706773094359;0,01881578720665454;0,0006714075504550359;0,00825340013242288;0,011070036685551322;0,0007041591382821108;0,007614744169794918;0,0;0,010365877547269212;0,0020797258270192575;0,004159451654038515;0,0;0,008351654895904104;0,002783884965301368;0,0;0,017079953051819564;0,005747903663651641;0,007303604085437712;0,013313520451705953;0,019356188405801278;0,0;0,004732604441012328;0,0021124774148463324;0,007680247345449068;0,0023417385296358594;0,004093948478384365;0,0;0,017309214166609098;0,02137041105716639;0,012543858137769695;0,0049618655558018475;0,022107321783275572;0,00908856562201329;0,010398629135096288;0,0007041591382821108;0,0;0,011135539861205471;0,020633500331057205;0,03073736517570981;0,026463282964276535;0,0;0,0027183817896472185;0,0020797258270192575;0,017178207815300793;0,0048963623801477;0,007549240994140772;0,0020469742391921826;0,0020797258270192575;0,002783884965301368;0,0;0,08253400132422878;0,1529990425341805;0,07177510472303468;0,0021124774148463324;0,012543858137769695;0,0;0,0;0,0;0,005567769930602736;0,0;0,0;0,0
1;0,5551181102362205;0,051181102362204724;0,015748031496062992;0,16535433070866143;0,07874015748031496;0,0;0,0;0,0;0,6417322834645669;0,16929133858267717;0,5393700787401575;0,09448818897637795;0,11811023622047244;0,14960629921259844;0,05905511811023622;0,14173228346456693;0,003937007874015748;0,03543307086614173;0,0;0,023622047244094488;0,0;0,003937007874015748;0,12598425196850394;0,0;0,003937007874015748;0,11023622047244094;0,027559055118110236;0,027559055118110236;0,2440944881889764;0,027559055118110236;0,10236220472440945;0,1377952755905512;0,0;0,015748031496062992;0,007874015748031496;0,007874015748031496;0,03937007874015748;0,0;0,03543307086614173;0,08267716535433071;0,03543307086614173;0,007874015748031496;0,023622047244094488;0,007874015748031496;0,003937007874015748;0,003937007874015748;0,0;0,011811023622047244;0,0;0,0;0,0;0,011811023622047244;0,003937007874015748;0,0;0,09055118110236221;0,3228346456692913;0,13385826771653545;0,051181102362204724;0,01968503937007874;0,0;0,04330708661417323;0,011811023622047244;0,01968503937007874;0,09448818897637795;0,023622047244094488;0,0;0,007874015748031496;0,04330708661417323;0,023622047244094488;0,03937007874015748;0,027559055118110236;0,027559055118110236;0,0;0,003937007874015748;0,0;0,015748031496062992;0,05905511811023622;0,16535433070866143;0,04330708661417323;0,0;0,01968503937007874;0,0;0,05511811023622047;0,015748031496062992;0,027559055118110236;0,011811023622047244;0,0;0,003937007874015748;0,0;0,2637795275590551;0,4251968503937008;0,6338582677165354;0,011811023622047244;0,023622047244094488;0,0;0,0;0,0;0,007874015748031496;0,0;0,0;0,0
2;0,5264705882352941;0,008823529411764706;0,008823529411764706;0,15;0,08529411764705883;0,0;0,0;0,0;0,6235294117647059;0,19705882352941176;0,5147058823529411;0,10882352941176471;0,1;0,20294117647058824;0,07941176470588235;0,1411764705882353;0,0;0,041176470588235294;0,0;0,01764705882352941;0,0;0,01764705882352941;0,1;0,0029411764705882353;0,0029411764705882353;0,10588235294117647;0,01764705882352941;0,047058823529411764;0,25882352941176473;0,06470588235294118;0,08823529411764706;0,15;0,0;0,008823529411764706;0,0029411764705882353;0,0058823529411764705;0,01764705882352941;0,0;0,020588235294117647;0,058823529411764705;0,008823529411764706;0,008823529411764706;0,03529411764705882;0,023529411764705882;0,0029411764705882353;0,014705882352941176;0,0;0,026470588235294117;0,0029411764705882353;0,0058823529411764705;0,0;0,0;0,0;0,0;0,11470588235294117;0,31470588235294117;0,12352941176470589;0,03235294117647059;0,047058823529411764;0,0;0,05;0,008823529411764706;0,008823529411764706;0,09117647058823529;0,029411764705882353;0,0;0,03235294117647059;0,07352941176470588;0,0058823529411764705;0,03235294117647059;0,058823529411764705;0,014705882352941176;0,014705882352941176;0,0029411764705882353;0,0;0,0;0,08823529411764706;0,2088235294117647;0,0058823529411764705;0,0;0,023529411764705882;0,0029411764705882353;0,07941176470588235;0,008823529411764706;0,03823529411764706;0,014705882352941176;0,0029411764705882353;0,0;0,0;0,14705882352941177;0,2088235294117647;0,5323529411764706;0,008823529411764706;0,0058823529411764705;0,0;0,0;0,0;0,0;0,0;0,0;0,0
